CaseID,Activity,Timestamp,Resource,Cost
PO-1259,Reject,2024-03-08 12:58:30,Manager X,41
PO-1259,Revise,2024-03-09 19:14:08,Buyer B,17
PO-1259,Approve,2024-03-10 09:49:59,Manager Y,91
PO-1259,Send to Vendor,2024-03-10 10:58:17,System,18
PO-1259,Receive Goods,2024-03-13 12:35:50,Warehouse,150
PO-1259,Receive Invoice,2024-03-14 22:23:26,AP Clerk 2,15
PO-1259,Pay,2024-03-16 23:00:01,AP Clerk 2,196
PO-1260,Create PO,2024-01-29 11:31:20,Buyer C,163
PO-1260,Approve,2024-01-30 10:02:11,Manager X,193
PO-1260,Send to Vendor,2024-01-30 12:47:21,System,57
PO-1260,Receive Goods,2024-02-04 00:13:20,Warehouse,45
PO-1260,Receive Invoice,2024-02-07 08:58:56,AP Clerk 1,71
PO-1260,Pay,2024-02-08 19:08:43,AP Clerk 2,144
PO-1261,Create PO,2024-02-05 20:44:44,Buyer A,119
PO-1261,Approve,2024-02-06 01:02:59,Manager X,37
PO-1261,Send to Vendor,2024-02-06 08:31:28,System,51
PO-1261,Receive Goods,2024-02-09 19:57:08,Warehouse,38
PO-1261,Receive Invoice,2024-02-11 15:22:16,AP Clerk 1,81
PO-1261,Pay,2024-02-18 09:40:00,AP Clerk 1,94
PO-1262,Create PO,2024-02-15 16:10:57,Buyer B,74
PO-1262,Approve,2024-02-16 17:10:06,Manager X,171
PO-1262,Send to Vendor,2024-02-17 00:26:38,System,59
PO-1262,Receive Goods,2024-02-20 01:27:00,Warehouse,187
PO-1262,Receive Invoice,2024-02-21 10:30:27,AP Clerk 2,160
PO-1262,Pay,2024-02-28 03:24:12,AP Clerk 1,21
PO-1263,Create PO,2024-03-25 16:53:17,Buyer C,119
PO-1263,Approve,2024-03-26 11:38:37,Manager X,110
PO-1263,Send to Vendor,2024-03-26 15:55:56,System,84
PO-1263,Receive Goods,2024-04-03 10:00:54,Warehouse,176
PO-1263,Receive Invoice,2024-04-06 19:12:16,AP Clerk 2,108
PO-1263,Pay,2024-04-15 11:21:48,AP Clerk 2,187
PO-1264,Create PO,2024-03-30 02:05:45,Buyer A,95
PO-1264,Send to Vendor,2024-03-30 03:37:29,System,63
PO-1264,Receive Goods,2024-04-07 17:20:06,Warehouse,34
PO-1264,Receive Invoice,2024-04-11 05:13:06,AP Clerk 2,139
PO-1264,Pay,2024-04-18 18:29:43,AP Clerk 1,29
PO-1265,Create PO,2024-01-04 11:55:10,Buyer A,174
PO-1265,Approve,2024-01-05 01:11:35,Manager X,18
PO-1265,Reject,2024-01-05 12:56:44,Manager X,85
PO-1265,Revise,2024-01-06 02:59:51,Buyer C,189
PO-1265,Approve,2024-01-06 11:46:15,Manager X,142
PO-1265,Send to Vendor,2024-01-06 14:05:01,System,18
PO-1265,Receive Goods,2024-01-13 11:36:22,Warehouse,75
PO-1265,Receive Invoice,2024-01-17 01:52:55,AP Clerk 2,109
PO-1265,Pay,2024-01-31 06:10:45,AP Clerk 2,190
PO-1266,Create PO,2024-01-12 03:07:18,Buyer A,37
PO-1266,Approve,2024-01-13 00:42:41,Manager X,81
PO-1266,Reject,2024-01-13 03:56:44,Manager X,59
PO-1266,Revise,2024-01-13 15:34:02,Buyer B,66
PO-1266,Approve,2024-01-14 15:12:46,Manager X,93
PO-1266,Send to Vendor,2024-01-14 22:41:05,System,190
PO-1266,Receive Goods,2024-01-21 14:25:18,Warehouse,131
PO-1266,Receive Invoice,2024-01-22 15:12:54,AP Clerk 1,92
PO-1266,Pay,2024-01-24 11:26:44,AP Clerk 2,15
PO-1267,Create PO,2024-03-09 12:44:08,Buyer C,161
PO-1267,Approve,2024-03-10 12:14:48,Manager X,178
PO-1267,Reject,2024-03-10 13:45:10,Manager Y,23
PO-1267,Revise,2024-03-12 01:22:09,Buyer A,64
PO-1267,Approve,2024-03-12 06:46:20,Manager Y,63
PO-1267,Send to Vendor,2024-03-12 08:47:18,System,161
PO-1267,Receive Goods,2024-03-18 09:17:50,Warehouse,38
PO-1267,Pay,2024-03-22 13:56:15,AP Clerk 2,147
PO-1268,Create PO,2024-01-31 23:25:44,Buyer A,170
PO-1268,Approve,2024-02-01 18:45:05,Manager X,180
PO-1268,Send to Vendor,2024-02-02 01:21:50,System,72
PO-1268,Receive Goods,2024-02-07 07:32:03,Warehouse,141
PO-1268,Receive Invoice,2024-02-09 23:00:54,AP Clerk 1,173
PO-1268,Pay,2024-02-18 15:15:47,AP Clerk 1,45
PO-1269,Create PO,2024-01-07 04:49:00,Buyer C,24
PO-1269,Approve,2024-01-08 04:06:52,Manager X,96
PO-1269,Send to Vendor,2024-01-08 10:46:56,System,167
PO-1269,Receive Goods,2024-01-14 19:39:56,Warehouse,97
PO-1269,Receive Invoice,2024-01-15 09:36:00,AP Clerk 2,169
PO-1269,Pay,2024-01-23 10:58:34,AP Clerk 1,21
PO-1270,Create PO,2024-02-29 13:01:16,Buyer A,165
PO-1270,Approve,2024-02-29 15:44:08,Manager Y,198
PO-1270,Send to Vendor,2024-02-29 17:44:55,System,149
PO-1270,Receive Goods,2024-03-06 14:08:41,Warehouse,89
PO-1270,Receive Invoice,2024-03-10 04:49:52,AP Clerk 2,162
PO-1270,Pay,2024-03-13 08:21:39,AP Clerk 2,17
PO-1271,Create PO,2024-02-08 23:33:39,Buyer A,38
PO-1271,Approve,2024-02-09 18:24:28,Manager X,149
PO-1271,Send to Vendor,2024-02-09 22:11:57,System,122
PO-1271,Receive Goods,2024-02-13 22:32:41,Warehouse,39
PO-1271,Receive Invoice,2024-02-15 07:52:04,AP Clerk 1,118
PO-1271,Pay,2024-02-16 23:54:21,AP Clerk 1,81
PO-1272,Create PO,2024-01-04 20:55:05,Buyer B,135
PO-1272,Approve,2024-01-06 01:24:44,Manager X,89
PO-1272,Send to Vendor,2024-01-06 09:19:10,System,184
PO-1272,Receive Goods,2024-01-13 19:35:28,Warehouse,90
PO-1272,Receive Invoice,2024-01-17 08:59:26,AP Clerk 2,40
PO-1272,Pay,2024-01-20 07:35:24,AP Clerk 2,196
PO-1273,Create PO,2024-02-02 17:17:25,Buyer A,54
PO-1273,Approve,2024-02-03 12:17:06,Manager X,109
PO-1273,Send to Vendor,2024-02-03 15:39:47,System,169
PO-1273,Receive Goods,2024-02-12 01:44:31,Warehouse,59
PO-1273,Receive Invoice,2024-02-14 03:40:05,AP Clerk 1,70
PO-1273,Pay,2024-02-15 12:14:21,AP Clerk 2,127
PO-1274,Create PO,2024-01-12 13:44:15,Buyer B,142
PO-1274,Approve,2024-01-13 17:13:34,Manager Y,78
PO-1274,Send to Vendor,2024-01-13 22:07:25,System,146
PO-1274,Receive Goods,2024-01-17 22:40:55,Warehouse,66
PO-1274,Receive Invoice,2024-01-19 17:22:59,AP Clerk 2,124
PO-1274,Pay,2024-02-03 10:11:23,AP Clerk 2,193
PO-1275,Create PO,2024-03-05 14:30:02,Buyer C,109
PO-1275,Approve,2024-03-06 12:38:58,Manager X,38
PO-1275,Send to Vendor,2024-03-06 14:37:15,System,115
PO-1275,Receive Goods,2024-03-14 22:00:35,Warehouse,80
PO-1275,Receive Invoice,2024-03-18 21:12:40,AP Clerk 1,146
PO-1275,Pay,2024-03-25 18:51:48,AP Clerk 1,157
PO-1276,Create PO,2024-01-20 23:27:39,Buyer C,31
PO-1276,Approve,2024-01-21 14:36:05,Manager Y,180
PO-1276,Send to Vendor,2024-01-21 21:34:51,System,49
PO-1276,Receive Invoice,2024-01-24 08:02:41,AP Clerk 1,92
PO-1276,Receive Goods,2024-01-29 05:30:45,Warehouse,137
PO-1276,Pay,2024-02-04 08:20:37,AP Clerk 1,54
PO-1277,Create PO,2024-02-11 19:49:24,Buyer A,97
PO-1277,Approve,2024-02-12 22:12:26,Manager Y,59
PO-1277,Send to Vendor,2024-02-13 01:16:34,System,108
PO-1277,Receive Goods,2024-02-17 20:18:06,Warehouse,158
PO-1277,Receive Invoice,2024-02-19 11:21:17,AP Clerk 2,176
PO-1277,Pay,2024-02-22 19:23:21,AP Clerk 2,190
PO-1278,Create PO,2024-02-11 18:48:12,Buyer C,57
PO-1278,Approve,2024-02-12 21:30:19,Manager Y,44
PO-1278,Send to Vendor,2024-02-13 01:02:42,System,57
PO-1278,Receive Goods,2024-02-20 23:46:30,Warehouse,114
PO-1278,Receive Invoice,2024-02-23 19:03:18,AP Clerk 2,177
PO-1278,Pay,2024-02-27 17:33:04,AP Clerk 1,117
PO-1279,Create PO,2024-01-13 13:03:45,Buyer A,80
PO-1279,Send to Vendor,2024-01-13 17:47:43,System,174
PO-1279,Receive Goods,2024-01-18 22:37:00,Warehouse,82
PO-1279,Receive Invoice,2024-01-19 22:43:06,AP Clerk 1,91
PO-1279,Pay,2024-01-26 13:22:58,AP Clerk 1,101
PO-1280,Create PO,2024-02-07 07:34:53,Buyer A,134
PO-1280,Approve,2024-02-07 14:31:51,Manager X,103
PO-1280,Send to Vendor,2024-02-07 22:18:49,System,48
PO-1280,Receive Goods,2024-02-14 00:04:11,Warehouse,149
PO-1280,Receive Invoice,2024-02-16 02:07:52,AP Clerk 2,103
PO-1280,Pay,2024-02-21 01:26:37,AP Clerk 2,57
PO-1281,Create PO,2024-03-12 17:44:37,Buyer B,36
PO-1281,Approve,2024-03-13 15:13:38,Manager Y,164
PO-1281,Reject,2024-03-13 21:11:09,Manager Y,56
PO-1281,Revise,2024-03-14 03:02:16,Buyer C,19
PO-1281,Approve,2024-03-14 17:34:09,Manager Y,164
PO-1281,Send to Vendor,2024-03-14 23:46:15,System,61
PO-1281,Receive Goods,2024-03-24 05:23:25,Warehouse,165
PO-1281,Receive Invoice,2024-03-26 01:59:39,AP Clerk 2,17
PO-1281,Pay,2024-04-03 02:39:15,AP Clerk 1,50
PO-1282,Create PO,2024-03-13 12:27:38,Buyer A,27
PO-1282,Approve,2024-03-14 06:04:12,Manager Y,96
PO-1282,Reject,2024-03-14 15:32:27,Manager Y,72
PO-1282,Revise,2024-03-16 00:29:59,Buyer A,153
PO-1282,Approve,2024-03-16 23:50:33,Manager Y,73
PO-1282,Send to Vendor,2024-03-17 07:28:03,System,181
PO-1282,Receive Goods,2024-03-20 14:26:11,Warehouse,52
PO-1282,Receive Invoice,2024-03-24 11:33:19,AP Clerk 1,173
PO-1282,Pay,2024-04-08 08:31:37,AP Clerk 1,61
PO-1283,Create PO,2024-03-31 03:37:37,Buyer A,183
PO-1283,Approve,2024-03-31 12:13:00,Manager X,101
PO-1283,Send to Vendor,2024-03-31 18:13:40,System,139
PO-1283,Receive Invoice,2024-04-03 13:19:45,AP Clerk 2,47
PO-1283,Receive Goods,2024-04-07 21:43:37,Warehouse,101
PO-1283,Pay,2024-04-11 17:08:19,AP Clerk 1,16
PO-1284,Create PO,2024-02-17 20:15:13,Buyer A,64
PO-1284,Approve,2024-02-18 19:35:55,Manager Y,161
PO-1284,Reject,2024-02-18 20:56:31,Manager Y,60
PO-1284,Revise,2024-02-19 01:59:57,Buyer C,158
PO-1284,Approve,2024-02-19 06:48:12,Manager X,59
PO-1284,Send to Vendor,2024-02-19 12:49:01,System,146
PO-1284,Receive Goods,2024-02-28 20:16:45,Warehouse,184
PO-1284,Receive Invoice,2024-03-03 10:34:47,AP Clerk 1,130
PO-1284,Pay,2024-03-08 04:48:59,AP Clerk 1,117
PO-1285,Create PO,2024-02-07 16:18:44,Buyer A,114
PO-1285,Approve,2024-02-08 20:22:25,Manager X,29
PO-1285,Send to Vendor,2024-02-09 01:29:14,System,153
PO-1285,Cancel,2024-02-11 02:07:33,Manager X,200
PO-1286,Create PO,2024-03-17 20:07:15,Buyer A,53
PO-1286,Approve,2024-03-18 13:09:14,Manager X,194
PO-1286,Send to Vendor,2024-03-18 19:47:51,System,181
PO-1286,Receive Goods,2024-03-23 21:06:43,Warehouse,163
PO-1286,Receive Invoice,2024-03-27 12:42:37,AP Clerk 2,45
PO-1286,Pay,2024-04-02 18:16:55,AP Clerk 2,49
PO-1287,Create PO,2024-03-11 19:20:55,Buyer A,138
PO-1287,Approve,2024-03-11 21:53:22,Manager Y,193
PO-1287,Send to Vendor,2024-03-12 00:02:49,System,31
PO-1287,Receive Goods,2024-03-18 23:47:15,Warehouse,86
PO-1287,Receive Invoice,2024-03-20 05:22:29,AP Clerk 1,72
PO-1287,Pay,2024-03-30 20:08:41,AP Clerk 2,125
PO-1288,Create PO,2024-01-19 11:11:45,Buyer C,36
PO-1288,Approve,2024-01-19 19:43:57,Manager Y,93
PO-1288,Send to Vendor,2024-01-19 23:18:19,System,77
PO-1288,Receive Goods,2024-01-27 05:28:09,Warehouse,64
PO-1288,Receive Invoice,2024-01-31 01:30:49,AP Clerk 2,159
PO-1288,Pay,2024-02-14 06:29:35,AP Clerk 2,41
PO-1289,Create PO,2024-02-22 13:56:41,Buyer C,163
PO-1289,Approve,2024-02-22 18:22:06,Manager Y,111
PO-1289,Send to Vendor,2024-02-23 02:10:44,System,64
PO-1289,Receive Goods,2024-02-27 05:19:06,Warehouse,127
PO-1289,Receive Invoice,2024-03-01 23:13:32,AP Clerk 1,171
PO-1289,Pay,2024-03-11 23:03:15,AP Clerk 2,121
PO-1290,Create PO,2024-03-22 17:47:15,Buyer A,153
PO-1290,Approve,2024-03-22 20:14:03,Manager Y,184
PO-1290,Reject,2024-03-22 22:09:17,Manager Y,146
PO-1290,Revise,2024-03-23 18:02:52,Buyer A,114
PO-1290,Approve,2024-03-24 06:18:39,Manager X,115
PO-1290,Send to Vendor,2024-03-24 12:20:54,System,126
PO-1290,Receive Goods,2024-04-03 02:28:48,Warehouse,159
PO-1290,Pay,2024-04-07 12:25:37,AP Clerk 2,108
PO-1291,Create PO,2024-03-14 09:56:43,Buyer C,105
PO-1291,Approve,2024-03-15 02:20:32,Manager Y,173
PO-1291,Send to Vendor,2024-03-15 03:52:14,System,160
PO-1291,Receive Goods,2024-03-22 20:27:21,Warehouse,105
PO-1291,Receive Invoice,2024-03-25 07:24:37,AP Clerk 1,143
PO-1291,Pay,2024-04-06 14:46:33,AP Clerk 2,20
PO-1292,Create PO,2024-01-03 13:18:17,Buyer C,191
PO-1292,Send to Vendor,2024-01-03 14:37:05,System,86
PO-1292,Receive Goods,2024-01-07 03:02:37,Warehouse,37
PO-1292,Receive Invoice,2024-01-08 23:52:00,AP Clerk 2,18
PO-1292,Pay,2024-01-14 11:48:27,AP Clerk 1,123
PO-1293,Create PO,2024-03-22 18:52:58,Buyer B,106
PO-1293,Send to Vendor,2024-03-23 00:01:36,System,198
PO-1293,Receive Goods,2024-03-30 11:13:05,Warehouse,68
PO-1293,Receive Invoice,2024-04-03 07:46:15,AP Clerk 2,23
PO-1293,Pay,2024-04-06 22:52:06,AP Clerk 2,113
PO-1294,Create PO,2024-03-22 01:54:27,Buyer B,55
PO-1294,Approve,2024-03-22 13:09:00,Manager Y,64
PO-1294,Send to Vendor,2024-03-22 16:17:32,System,64
PO-1294,Receive Goods,2024-03-26 04:19:44,Warehouse,196
PO-1294,Receive Invoice,2024-03-28 23:28:25,AP Clerk 2,170
PO-1294,Pay,2024-04-03 02:44:36,AP Clerk 2,51
PO-1295,Create PO,2024-03-23 10:24:08,Buyer B,138
PO-1295,Approve,2024-03-24 00:25:35,Manager X,87
PO-1295,Send to Vendor,2024-03-24 02:57:12,System,79
PO-1295,Receive Goods,2024-03-27 11:31:41,Warehouse,60
PO-1295,Receive Invoice,2024-03-30 18:16:31,AP Clerk 2,126
PO-1295,Pay,2024-04-05 19:51:10,AP Clerk 2,114
PO-1296,Create PO,2024-01-20 17:59:52,Buyer C,137
PO-1296,Approve,2024-01-21 21:36:45,Manager Y,61
PO-1296,Send to Vendor,2024-01-21 23:45:27,System,74
PO-1296,Receive Goods,2024-01-29 01:12:24,Warehouse,103
PO-1296,Receive Invoice,2024-02-01 12:52:50,AP Clerk 2,120
PO-1296,Pay,2024-02-13 12:06:06,AP Clerk 2,151
PO-1297,Create PO,2024-02-05 00:11:44,Buyer A,105
PO-1297,Approve,2024-02-06 05:33:53,Manager Y,162
PO-1297,Reject,2024-02-06 11:36:31,Manager Y,161
PO-1297,Revise,2024-02-06 16:30:04,Buyer C,89
PO-1297,Approve,2024-02-06 21:31:48,Manager Y,97
PO-1297,Send to Vendor,2024-02-06 23:13:10,System,130
PO-1297,Receive Goods,2024-02-13 21:48:40,Warehouse,21
PO-1297,Receive Invoice,2024-02-15 04:21:48,AP Clerk 1,164
PO-1297,Pay,2024-02-26 20:48:29,AP Clerk 1,96
PO-1298,Create PO,2024-03-05 21:53:31,Buyer B,194
PO-1298,Approve,2024-03-06 05:00:43,Manager Y,126
PO-1298,Send to Vendor,2024-03-06 09:17:12,System,176
PO-1298,Receive Goods,2024-03-15 00:10:08,Warehouse,150
PO-1298,Receive Invoice,2024-03-16 18:17:35,AP Clerk 2,40
PO-1298,Pay,2024-03-21 15:00:14,AP Clerk 1,132
PO-1299,Create PO,2024-03-29 06:16:23,Buyer A,161
PO-1299,Approve,2024-03-29 10:24:54,Manager X,35
PO-1299,Send to Vendor,2024-03-29 17:28:37,System,49
PO-1299,Cancel,2024-03-31 02:39:54,Manager X,96
PO-1300,Create PO,2024-01-04 13:30:32,Buyer B,85
PO-1300,Approve,2024-01-04 23:38:03,Manager X,170
PO-1300,Send to Vendor,2024-01-05 06:07:51,System,141
PO-1300,Cancel,2024-01-06 18:36:53,Manager X,119
PO-1301,Create PO,2024-01-18 21:51:02,Buyer A,20
PO-1301,Approve,2024-01-19 20:22:55,Manager Y,168
PO-1301,Send to Vendor,2024-01-20 03:05:59,System,149
PO-1301,Receive Invoice,2024-01-25 23:40:21,AP Clerk 2,142
PO-1301,Receive Goods,2024-01-30 09:36:15,Warehouse,107
PO-1301,Pay,2024-02-04 00:40:27,AP Clerk 1,61
PO-1302,Create PO,2024-02-26 15:20:05,Buyer C,33
PO-1302,Approve,2024-02-27 09:53:08,Manager Y,16
PO-1302,Send to Vendor,2024-02-27 11:41:20,System,19
PO-1302,Receive Goods,2024-03-02 13:26:08,Warehouse,167
PO-1302,Receive Invoice,2024-03-06 13:01:24,AP Clerk 2,138
PO-1302,Pay,2024-03-08 22:18:51,AP Clerk 1,192
PO-1303,Create PO,2024-03-12 19:05:40,Buyer C,151
PO-1303,Approve,2024-03-13 21:47:06,Manager X,57
PO-1303,Send to Vendor,2024-03-13 23:59:20,System,101
PO-1303,Receive Goods,2024-03-23 15:17:50,Warehouse,147
PO-1303,Receive Invoice,2024-03-25 18:01:43,AP Clerk 1,47
PO-1303,Pay,2024-03-27 02:17:45,AP Clerk 2,38
PO-1304,Create PO,2024-02-14 19:33:17,Buyer B,127
PO-1304,Approve,2024-02-14 23:05:46,Manager X,156
PO-1304,Send to Vendor,2024-02-15 01:26:23,System,102
PO-1304,Receive Goods,2024-02-22 06:06:35,Warehouse,150
PO-1304,Receive Invoice,2024-02-25 02:32:19,AP Clerk 1,28
PO-1304,Pay,2024-02-27 22:08:30,AP Clerk 1,98
PO-1305,Create PO,2024-02-10 07:11:46,Buyer C,184
PO-1305,Approve,2024-02-11 00:39:37,Manager X,113
PO-1305,Send to Vendor,2024-02-11 05:33:35,System,89
PO-1305,Receive Goods,2024-02-15 16:52:13,Warehouse,136
PO-1305,Receive Invoice,2024-02-16 12:08:12,AP Clerk 1,45
PO-1305,Pay,2024-02-29 19:43:27,AP Clerk 1,81
PO-1306,Create PO,2024-02-22 05:29:58,Buyer A,107
PO-1306,Approve,2024-02-22 10:10:15,Manager X,20
PO-1306,Send to Vendor,2024-02-22 14:18:56,System,174
PO-1306,Receive Goods,2024-02-29 02:24:13,Warehouse,164
PO-1306,Receive Invoice,2024-03-04 00:32:28,AP Clerk 2,82
PO-1306,Pay,2024-03-08 21:18:22,AP Clerk 2,194
PO-1307,Create PO,2024-03-20 09:14:36,Buyer C,104
PO-1307,Approve,2024-03-20 17:04:25,Manager Y,162
PO-1307,Send to Vendor,2024-03-21 00:44:36,System,55
PO-1307,Receive Goods,2024-03-29 14:36:31,Warehouse,110
PO-1307,Receive Invoice,2024-03-30 04:33:41,AP Clerk 2,117
PO-1307,Pay,2024-04-02 07:42:31,AP Clerk 2,153
PO-1308,Create PO,2024-03-18 23:22:03,Buyer C,83
PO-1308,Approve,2024-03-20 02:58:31,Manager X,40
PO-1308,Send to Vendor,2024-03-20 08:28:16,System,131
PO-1308,Receive Goods,2024-03-27 19:21:05,Warehouse,156
PO-1308,Receive Invoice,2024-03-30 07:01:33,AP Clerk 1,169
PO-1308,Pay,2024-04-10 03:32:14,AP Clerk 2,42
PO-1309,Create PO,2024-02-15 20:32:26,Buyer C,159
PO-1309,Approve,2024-02-16 15:37:45,Manager X,132
PO-1309,Send to Vendor,2024-02-16 17:52:56,System,97
PO-1309,Receive Goods,2024-02-25 16:48:36,Warehouse,141
PO-1309,Receive Invoice,2024-02-27 17:12:28,AP Clerk 1,56
PO-1309,Pay,2024-03-12 12:25:26,AP Clerk 2,146
PO-1310,Create PO,2024-01-07 13:40:56,Buyer C,88
PO-1310,Approve,2024-01-08 01:31:37,Manager X,110
PO-1310,Reject,2024-01-08 12:09:40,Manager X,131
PO-1310,Revise,2024-01-08 18:15:08,Buyer B,85
PO-1310,Approve,2024-01-09 09:12:39,Manager Y,76
PO-1310,Send to Vendor,2024-01-09 15:01:53,System,77
PO-1310,Receive Goods,2024-01-15 05:55:33,Warehouse,47
PO-1310,Receive Invoice,2024-01-17 12:26:31,AP Clerk 2,38
PO-1310,Pay,2024-01-28 08:08:08,AP Clerk 1,133
PO-1311,Create PO,2024-02-29 02:27:57,Buyer B,42
PO-1311,Approve,2024-03-01 03:25:46,Manager Y,33
PO-1311,Reject,2024-03-01 10:26:25,Manager X,18
PO-1311,Revise,2024-03-03 06:10:05,Buyer A,109
PO-1311,Approve,2024-03-03 09:26:56,Manager Y,126
PO-1311,Send to Vendor,2024-03-03 14:48:23,System,148
PO-1311,Receive Goods,2024-03-08 20:15:10,Warehouse,173
PO-1311,Receive Invoice,2024-03-10 15:53:47,AP Clerk 1,185
PO-1311,Pay,2024-03-21 00:47:27,AP Clerk 2,194
PO-1312,Create PO,2024-03-08 09:18:21,Buyer B,92
PO-1312,Approve,2024-03-08 13:20:36,Manager Y,87
PO-1312,Reject,2024-03-09 00:27:26,Manager X,107
PO-1312,Revise,2024-03-10 13:16:32,Buyer A,118
PO-1312,Approve,2024-03-11 08:29:13,Manager X,51
PO-1312,Send to Vendor,2024-03-11 11:08:07,System,72
PO-1312,Receive Goods,2024-03-18 04:24:36,Warehouse,108
PO-1312,Receive Invoice,2024-03-20 19:24:42,AP Clerk 1,30
PO-1312,Pay,2024-04-02 02:16:33,AP Clerk 2,169
PO-1313,Create PO,2024-02-23 12:13:00,Buyer A,74
PO-1313,Approve,2024-02-24 14:59:26,Manager X,175
PO-1313,Send to Vendor,2024-02-24 22:06:53,System,119
PO-1313,Receive Goods,2024-03-04 23:42:43,Warehouse,102
PO-1313,Receive Invoice,2024-03-05 12:57:50,AP Clerk 1,50
PO-1313,Pay,2024-03-07 21:43:01,AP Clerk 2,84
PO-1314,Create PO,2024-02-08 01:05:03,Buyer C,116
PO-1314,Approve,2024-02-08 10:27:16,Manager Y,187
PO-1314,Send to Vendor,2024-02-08 12:10:31,System,184
PO-1314,Receive Goods,2024-02-18 08:21:45,Warehouse,19
PO-1314,Receive Invoice,2024-02-22 01:34:09,AP Clerk 1,95
PO-1314,Pay,2024-03-05 22:06:10,AP Clerk 2,117
PO-1315,Create PO,2024-02-26 11:26:05,Buyer B,120
PO-1315,Send to Vendor,2024-02-26 14:11:31,System,81
PO-1315,Receive Goods,2024-03-01 09:10:39,Warehouse,79
PO-1315,Receive Invoice,2024-03-03 16:32:29,AP Clerk 2,42
PO-1315,Pay,2024-03-10 22:02:39,AP Clerk 1,20
PO-1316,Create PO,2024-01-13 20:27:49,Buyer C,136
PO-1316,Approve,2024-01-14 15:32:36,Manager Y,113
PO-1316,Send to Vendor,2024-01-14 20:07:47,System,138
PO-1316,Receive Invoice,2024-01-16 22:30:15,AP Clerk 2,135
PO-1316,Receive Goods,2024-01-18 12:18:35,Warehouse,59
PO-1316,Pay,2024-01-21 02:15:23,AP Clerk 1,76
PO-1317,Create PO,2024-01-10 03:53:51,Buyer C,183
PO-1317,Approve,2024-01-10 21:35:13,Manager X,194
PO-1317,Send to Vendor,2024-01-11 04:44:26,System,17
PO-1317,Receive Goods,2024-01-15 14:54:41,Warehouse,102
PO-1317,Receive Invoice,2024-01-18 10:26:18,AP Clerk 1,57
PO-1317,Pay,2024-01-24 23:39:55,AP Clerk 1,21
PO-1318,Create PO,2024-03-28 10:41:26,Buyer A,193
PO-1318,Approve,2024-03-29 11:55:22,Manager Y,85
PO-1318,Send to Vendor,2024-03-29 15:02:34,System,51
PO-1318,Receive Goods,2024-04-03 14:10:55,Warehouse,97
PO-1318,Receive Invoice,2024-04-07 03:02:27,AP Clerk 2,21
PO-1318,Pay,2024-04-20 20:04:23,AP Clerk 2,101
PO-1319,Create PO,2024-01-13 01:37:40,Buyer B,55
PO-1319,Approve,2024-01-14 02:32:55,Manager Y,99
PO-1319,Send to Vendor,2024-01-14 08:56:12,System,123
PO-1319,Receive Goods,2024-01-20 18:47:31,Warehouse,129
PO-1319,Receive Invoice,2024-01-24 10:38:06,AP Clerk 1,68
PO-1319,Pay,2024-01-28 18:27:38,AP Clerk 2,107
PO-1320,Create PO,2024-01-31 02:02:08,Buyer B,196
PO-1320,Approve,2024-01-31 20:43:26,Manager Y,181
PO-1320,Reject,2024-02-01 08:28:07,Manager Y,176
PO-1320,Revise,2024-02-01 22:26:29,Buyer B,122
PO-1320,Approve,2024-02-02 06:26:26,Manager X,46
PO-1320,Send to Vendor,2024-02-02 12:15:55,System,65
PO-1320,Receive Goods,2024-02-10 05:17:43,Warehouse,90
PO-1320,Receive Invoice,2024-02-10 21:15:45,AP Clerk 2,84
PO-1320,Pay,2024-02-24 20:44:11,AP Clerk 1,53
PO-1321,Create PO,2024-02-07 07:19:19,Buyer B,147
PO-1321,Approve,2024-02-07 17:30:34,Manager Y,136
PO-1321,Send to Vendor,2024-02-08 01:00:08,System,111
PO-1321,Receive Goods,2024-02-12 20:26:27,Warehouse,173
PO-1321,Receive Invoice,2024-02-16 04:11:51,AP Clerk 1,45
PO-1321,Pay,2024-02-21 14:30:54,AP Clerk 2,18
PO-1322,Create PO,2024-03-01 01:17:22,Buyer B,70
PO-1322,Approve,2024-03-02 02:19:35,Manager X,25
PO-1322,Send to Vendor,2024-03-02 04:21:57,System,126
PO-1322,Receive Invoice,2024-03-04 19:43:54,AP Clerk 2,132
PO-1322,Receive Goods,2024-03-07 16:56:32,Warehouse,84
PO-1322,Pay,2024-03-09 18:56:03,AP Clerk 2,42
PO-1323,Create PO,2024-01-31 19:39:45,Buyer A,49
PO-1323,Approve,2024-02-01 05:23:08,Manager Y,99
PO-1323,Send to Vendor,2024-02-01 13:13:39,System,31
PO-1323,Cancel,2024-02-02 15:37:31,Buyer A,125
PO-1324,Create PO,2024-01-15 13:37:38,Buyer B,121
PO-1324,Approve,2024-01-16 04:18:41,Manager X,132
PO-1324,Send to Vendor,2024-01-16 06:07:51,System,109
PO-1324,Receive Goods,2024-01-19 16:57:35,Warehouse,74
PO-1324,Receive Invoice,2024-01-23 13:36:09,AP Clerk 1,135
PO-1324,Pay,2024-01-27 22:01:05,AP Clerk 1,19
PO-1325,Create PO,2024-01-21 22:09:32,Buyer B,123
PO-1325,Approve,2024-01-22 02:26:19,Manager Y,36
PO-1325,Send to Vendor,2024-01-22 07:16:24,System,23
PO-1325,Cancel,2024-01-23 17:21:25,Buyer A,180
PO-1326,Create PO,2024-02-04 09:43:53,Buyer A,169
PO-1326,Approve,2024-02-04 12:48:35,Manager Y,152
