Service,Kind,Label,Start,End
auth,slow-query,slow-query,2024-03-10 01:14:02,2024-03-10 01:14:07
render,request,request,2024-03-07 15:34:48,2024-03-07 15:34:48
render,error,error,2024-03-09 12:10:48,
billing,request,request,2024-03-10 12:06:51,2024-03-10 12:06:52
auth,request,request,2024-03-07 06:04:11,2024-03-07 06:04:12
db-proxy,request,request,2024-03-08 12:20:00,2024-03-08 12:20:01
queue,slow-query,slow-query,2024-03-05 03:14:33,2024-03-05 03:14:38
db-proxy,request,request,2024-03-08 16:47:20,2024-03-08 16:47:21
cdn,request,request,2024-03-08 21:35:20,2024-03-08 21:35:20
queue,request,request,2024-03-08 20:54:01,2024-03-08 20:54:02
queue,error,error,2024-03-07 14:55:26,
billing,error,error,2024-03-05 05:07:04,
cdn,request,request,2024-03-04 13:12:31,2024-03-04 13:12:31
db-proxy,request,request,2024-03-06 06:15:20,2024-03-06 06:15:21
db-proxy,request,request,2024-03-04 01:12:04,2024-03-04 01:12:05
db-proxy,request,request,2024-03-10 00:28:09,2024-03-10 00:28:09
queue,error,error,2024-03-07 07:04:10,
api-gateway,timeout,timeout,2024-03-07 14:05:08,2024-03-07 14:05:17
cdn,request,request,2024-03-06 01:15:21,2024-03-06 01:15:21
search,error,error,2024-03-10 07:29:39,
cdn,request,request,2024-03-04 12:07:17,2024-03-04 12:07:18
queue,slow-query,slow-query,2024-03-04 08:00:42,2024-03-04 08:00:47
search,request,request,2024-03-06 00:59:19,2024-03-06 00:59:20
auth,slow-query,slow-query,2024-03-04 09:33:54,2024-03-04 09:34:02
billing,request,request,2024-03-06 18:00:26,2024-03-06 18:00:27
search,retry,retry,2024-03-04 10:48:50,2024-03-04 10:48:51
queue,request,request,2024-03-08 15:09:24,2024-03-08 15:09:25
render,slow-query,slow-query,2024-03-04 08:37:48,2024-03-04 08:37:53
queue,retry,retry,2024-03-09 07:15:52,2024-03-09 07:15:53
cdn,request,request,2024-03-07 04:20:56,2024-03-07 04:20:57
render,request,request,2024-03-06 14:19:09,2024-03-06 14:19:10
auth,slow-query,slow-query,2024-03-07 03:54:27,2024-03-07 03:54:31
auth,request,request,2024-03-09 13:00:52,2024-03-09 13:00:53
auth,timeout,timeout,2024-03-04 10:41:35,2024-03-04 10:41:46
search,request,request,2024-03-08 08:39:21,2024-03-08 08:39:22
api-gateway,request,request,2024-03-04 16:45:29,2024-03-04 16:45:29
cdn,retry,retry,2024-03-06 12:53:21,2024-03-06 12:53:22
auth,request,request,2024-03-09 01:32:28,2024-03-09 01:32:29
db-proxy,request,request,2024-03-09 18:41:51,2024-03-09 18:41:51
search,request,request,2024-03-07 03:40:45,2024-03-07 03:40:46
queue,request,request,2024-03-07 07:22:22,2024-03-07 07:22:23
db-proxy,request,request,2024-03-09 16:51:21,2024-03-09 16:51:21
billing,retry,retry,2024-03-05 06:27:37,2024-03-05 06:27:38
api-gateway,timeout,timeout,2024-03-08 02:41:05,2024-03-08 02:41:19
api-gateway,request,request,2024-03-07 13:26:00,2024-03-07 13:26:00
search,request,request,2024-03-10 19:24:27,2024-03-10 19:24:28
search,request,request,2024-03-04 20:13:12,2024-03-04 20:13:13
queue,request,request,2024-03-06 01:57:31,2024-03-06 01:57:31
billing,request,request,2024-03-04 06:37:12,2024-03-04 06:37:13
db-proxy,request,request,2024-03-07 03:12:21,2024-03-07 03:12:23
search,slow-query,slow-query,2024-03-04 16:02:13,2024-03-04 16:02:19
billing,error,error,2024-03-04 03:08:53,
queue,request,request,2024-03-06 18:47:35,2024-03-06 18:47:36
db-proxy,request,request,2024-03-05 18:04:40,2024-03-05 18:04:41
cdn,request,request,2024-03-06 16:39:42,2024-03-06 16:39:43
auth,request,request,2024-03-09 16:54:14,2024-03-09 16:54:15
render,error,error,2024-03-09 00:53:01,
render,request,request,2024-03-09 08:20:22,2024-03-09 08:20:22
db-proxy,retry,retry,2024-03-07 23:34:03,2024-03-07 23:34:04
render,timeout,timeout,2024-03-04 08:18:46,2024-03-04 08:19:06
queue,slow-query,slow-query,2024-03-06 03:40:38,2024-03-06 03:40:43
db-proxy,request,request,2024-03-04 15:21:22,2024-03-04 15:21:24
auth,request,request,2024-03-10 11:43:42,2024-03-10 11:43:43
db-proxy,retry,retry,2024-03-04 01:30:46,2024-03-04 01:30:47
render,error,error,2024-03-10 08:04:41,
api-gateway,timeout,timeout,2024-03-07 17:43:22,2024-03-07 17:43:50
api-gateway,timeout,timeout,2024-03-05 20:26:22,2024-03-05 20:26:38
auth,error,error,2024-03-09 04:32:02,
cdn,timeout,timeout,2024-03-09 18:31:42,2024-03-09 18:32:01
cdn,slow-query,slow-query,2024-03-04 09:32:01,2024-03-04 09:32:06
api-gateway,request,request,2024-03-04 08:58:58,2024-03-04 08:58:59
billing,slow-query,slow-query,2024-03-05 05:50:06,2024-03-05 05:50:11
api-gateway,request,request,2024-03-06 19:14:09,2024-03-06 19:14:10
db-proxy,slow-query,slow-query,2024-03-09 12:15:36,2024-03-09 12:15:40
api-gateway,request,request,2024-03-10 15:51:16,2024-03-10 15:51:17
queue,request,request,2024-03-09 07:31:53,2024-03-09 07:31:55
api-gateway,request,request,2024-03-06 05:48:39,2024-03-06 05:48:39
queue,request,request,2024-03-09 20:32:45,2024-03-09 20:32:46
api-gateway,request,request,2024-03-06 17:25:06,2024-03-06 17:25:06
billing,request,request,2024-03-07 05:58:26,2024-03-07 05:58:26
auth,request,request,2024-03-07 23:42:00,2024-03-07 23:42:01
cdn,request,request,2024-03-10 20:59:02,2024-03-10 20:59:02
queue,request,request,2024-03-06 04:36:04,2024-03-06 04:36:05
search,request,request,2024-03-08 21:32:02,2024-03-08 21:32:02
billing,request,request,2024-03-10 23:47:33,2024-03-10 23:47:34
render,request,request,2024-03-07 10:52:47,2024-03-07 10:52:48
render,request,request,2024-03-09 03:59:41,2024-03-09 03:59:42
api-gateway,request,request,2024-03-10 14:19:52,2024-03-10 14:19:54
api-gateway,request,request,2024-03-09 00:43:49,2024-03-09 00:43:50
queue,request,request,2024-03-07 14:39:08,2024-03-07 14:39:10
search,slow-query,slow-query,2024-03-08 05:39:23,2024-03-08 05:39:28
queue,error,error,2024-03-05 12:31:06,
search,error,error,2024-03-06 06:48:57,
render,timeout,timeout,2024-03-10 04:03:39,2024-03-10 04:03:51
auth,request,request,2024-03-08 20:06:42,2024-03-08 20:06:42
cdn,request,request,2024-03-04 04:04:00,2024-03-04 04:04:00
queue,request,request,2024-03-10 21:36:50,2024-03-10 21:36:51
search,timeout,timeout,2024-03-04 20:22:01,2024-03-04 20:22:15
api-gateway,retry,retry,2024-03-04 13:14:15,2024-03-04 13:14:15
auth,slow-query,slow-query,2024-03-09 06:32:53,2024-03-09 06:33:00
auth,request,request,2024-03-09 06:23:09,2024-03-09 06:23:10
search,request,request,2024-03-07 06:26:57,2024-03-07 06:26:57
render,request,request,2024-03-08 03:48:07,2024-03-08 03:48:07
cdn,request,request,2024-03-10 12:31:09,2024-03-10 12:31:10
queue,request,request,2024-03-06 16:09:31,2024-03-06 16:09:31
search,request,request,2024-03-07 15:17:33,2024-03-07 15:17:33
billing,request,request,2024-03-07 08:37:39,2024-03-07 08:37:40
billing,request,request,2024-03-06 23:17:02,2024-03-06 23:17:02
render,request,request,2024-03-06 05:12:21,2024-03-06 05:12:22
queue,slow-query,slow-query,2024-03-08 03:24:20,2024-03-08 03:24:26
queue,request,request,2024-03-07 04:21:27,2024-03-07 04:21:27
db-proxy,request,request,2024-03-08 18:12:11,2024-03-08 18:12:12
search,error,error,2024-03-05 23:32:35,
auth,request,request,2024-03-10 19:14:56,2024-03-10 19:14:57
auth,request,request,2024-03-04 06:07:56,2024-03-04 06:07:57
cdn,error,error,2024-03-06 08:05:09,
cdn,request,request,2024-03-09 04:51:28,2024-03-09 04:51:29
auth,request,request,2024-03-08 07:13:25,2024-03-08 07:13:25
billing,retry,retry,2024-03-10 06:17:19,2024-03-10 06:17:20
queue,request,request,2024-03-09 04:33:25,2024-03-09 04:33:25
cdn,request,request,2024-03-07 03:46:58,2024-03-07 03:46:58
billing,request,request,2024-03-06 17:16:00,2024-03-06 17:16:00
billing,slow-query,slow-query,2024-03-04 04:07:12,2024-03-04 04:07:20
api-gateway,error,error,2024-03-07 22:02:13,
api-gateway,request,request,2024-03-05 11:30:44,2024-03-05 11:30:45
cdn,slow-query,slow-query,2024-03-04 04:28:36,2024-03-04 04:28:38
auth,request,request,2024-03-06 14:26:11,2024-03-06 14:26:11
queue,request,request,2024-03-10 11:15:56,2024-03-10 11:15:57
billing,request,request,2024-03-08 00:39:45,2024-03-08 00:39:46
api-gateway,slow-query,slow-query,2024-03-09 22:30:41,2024-03-09 22:30:44
render,request,request,2024-03-10 06:10:07,2024-03-10 06:10:08
search,request,request,2024-03-04 13:43:57,2024-03-04 13:43:57
queue,request,request,2024-03-07 13:25:17,2024-03-07 13:25:18
queue,request,request,2024-03-10 03:31:43,2024-03-10 03:31:44
api-gateway,request,request,2024-03-04 20:16:41,2024-03-04 20:16:41
db-proxy,request,request,2024-03-04 06:23:20,2024-03-04 06:23:21
db-proxy,request,request,2024-03-09 07:53:40,2024-03-09 07:53:40
queue,request,request,2024-03-08 14:35:17,2024-03-08 14:35:18
search,retry,retry,2024-03-10 00:08:15,2024-03-10 00:08:17
billing,slow-query,slow-query,2024-03-08 16:19:58,2024-03-08 16:20:04
search,request,request,2024-03-09 16:24:01,2024-03-09 16:24:02
auth,request,request,2024-03-08 07:07:11,2024-03-08 07:07:12
billing,request,request,2024-03-04 01:35:22,2024-03-04 01:35:24
cdn,error,error,2024-03-09 16:10:19,
billing,request,request,2024-03-10 09:19:02,2024-03-10 09:19:03
auth,request,request,2024-03-05 07:06:32,2024-03-05 07:06:33
queue,request,request,2024-03-04 11:55:44,2024-03-04 11:55:45
cdn,request,request,2024-03-05 16:53:43,2024-03-05 16:53:44
search,request,request,2024-03-05 04:03:31,2024-03-05 04:03:31
search,request,request,2024-03-06 04:25:36,2024-03-06 04:25:37
billing,error,error,2024-03-10 21:55:35,
billing,request,request,2024-03-06 00:09:07,2024-03-06 00:09:07
db-proxy,request,request,2024-03-10 14:20:42,2024-03-10 14:20:43
cdn,request,request,2024-03-08 17:49:08,2024-03-08 17:49:10
search,request,request,2024-03-08 21:21:03,2024-03-08 21:21:04
db-proxy,error,error,2024-03-05 03:00:29,
api-gateway,request,request,2024-03-05 09:06:58,2024-03-05 09:06:58
api-gateway,request,request,2024-03-08 23:47:38,2024-03-08 23:47:39
billing,request,request,2024-03-10 21:26:36,2024-03-10 21:26:38
cdn,retry,retry,2024-03-07 02:25:50,2024-03-07 02:25:51
db-proxy,request,request,2024-03-04 21:29:10,2024-03-04 21:29:10
auth,request,request,2024-03-09 04:12:14,2024-03-09 04:12:15
search,timeout,timeout,2024-03-06 17:39:08,2024-03-06 17:39:18
db-proxy,request,request,2024-03-09 22:50:39,2024-03-09 22:50:41
api-gateway,request,request,2024-03-08 15:53:23,2024-03-08 15:53:24
render,error,error,2024-03-10 13:04:21,
search,request,request,2024-03-07 19:09:40,2024-03-07 19:09:41
billing,request,request,2024-03-09 21:16:14,2024-03-09 21:16:15
api-gateway,error,error,2024-03-04 12:56:06,
db-proxy,request,request,2024-03-10 00:24:39,2024-03-10 00:24:40
api-gateway,request,request,2024-03-09 05:44:27,2024-03-09 05:44:27
cdn,slow-query,slow-query,2024-03-06 12:11:12,2024-03-06 12:11:14
render,request,request,2024-03-06 09:12:58,2024-03-06 09:12:58
queue,retry,retry,2024-03-09 16:17:11,2024-03-09 16:17:13
render,request,request,2024-03-07 04:52:54,2024-03-07 04:52:54
billing,request,request,2024-03-06 15:03:30,2024-03-06 15:03:31
render,request,request,2024-03-06 11:22:56,2024-03-06 11:22:57
db-proxy,request,request,2024-03-08 18:53:00,2024-03-08 18:53:01
cdn,request,request,2024-03-05 14:58:12,2024-03-05 14:58:13
api-gateway,timeout,timeout,2024-03-10 16:47:59,2024-03-10 16:48:25
db-proxy,request,request,2024-03-04 20:16:28,2024-03-04 20:16:29
search,request,request,2024-03-08 09:50:09,2024-03-08 09:50:09
render,request,request,2024-03-08 12:18:58,2024-03-08 12:18:58
auth,timeout,timeout,2024-03-07 01:52:03,2024-03-07 01:52:22
api-gateway,request,request,2024-03-06 08:28:05,2024-03-06 08:28:06
api-gateway,error,error,2024-03-06 18:13:45,
search,request,request,2024-03-04 08:37:20,2024-03-04 08:37:21
render,request,request,2024-03-09 19:34:57,2024-03-09 19:34:58
billing,request,request,2024-03-04 07:29:36,2024-03-04 07:29:37
api-gateway,request,request,2024-03-10 00:07:09,2024-03-10 00:07:10
render,request,request,2024-03-05 15:08:53,2024-03-05 15:08:54
billing,request,request,2024-03-10 17:51:55,2024-03-10 17:51:55
render,request,request,2024-03-04 11:43:59,2024-03-04 11:44:00
billing,error,error,2024-03-10 00:23:15,
api-gateway,request,request,2024-03-04 21:37:51,2024-03-04 21:37:52
api-gateway,request,request,2024-03-06 11:49:29,2024-03-06 11:49:30
db-proxy,request,request,2024-03-10 17:42:25,2024-03-10 17:42:25
billing,request,request,2024-03-04 04:15:37,2024-03-04 04:15:38
auth,request,request,2024-03-04 08:23:22,2024-03-04 08:23:23
api-gateway,request,request,2024-03-10 21:10:14,2024-03-10 21:10:15
queue,request,request,2024-03-07 16:07:31,2024-03-07 16:07:31
auth,slow-query,slow-query,2024-03-04 19:03:10,2024-03-04 19:03:12
auth,error,error,2024-03-08 09:42:19,
api-gateway,request,request,2024-03-04 10:49:30,2024-03-04 10:49:31
auth,request,request,2024-03-10 15:56:34,2024-03-10 15:56:35
render,request,request,2024-03-04 06:31:56,2024-03-04 06:31:58
billing,timeout,timeout,2024-03-04 08:54:12,2024-03-04 08:54:28
billing,request,request,2024-03-09 02:39:06,2024-03-09 02:39:07
search,retry,retry,2024-03-07 08:21:47,2024-03-07 08:21:48
billing,request,request,2024-03-08 03:54:10,2024-03-08 03:54:10
cdn,timeout,timeout,2024-03-08 05:47:23,2024-03-08 05:47:43
auth,slow-query,slow-query,2024-03-09 09:21:10,2024-03-09 09:21:14
billing,request,request,2024-03-10 22:29:46,2024-03-10 22:29:47
billing,timeout,timeout,2024-03-07 10:09:05,2024-03-07 10:09:23
render,request,request,2024-03-08 04:08:19,2024-03-08 04:08:20
render,timeout,timeout,2024-03-06 15:31:53,2024-03-06 15:32:06
api-gateway,request,request,2024-03-08 04:54:56,2024-03-08 04:54:57
queue,request,request,2024-03-05 19:32:22,2024-03-05 19:32:22
render,slow-query,slow-query,2024-03-07 23:18:33,2024-03-07 23:18:36
auth,request,request,2024-03-04 02:50:34,2024-03-04 02:50:35
billing,request,request,2024-03-07 14:36:21,2024-03-07 14:36:22
search,request,request,2024-03-10 01:47:27,2024-03-10 01:47:28
api-gateway,request,request,2024-03-06 07:41:03,2024-03-06 07:41:04
api-gateway,request,request,2024-03-07 19:57:03,2024-03-07 19:57:04
billing,request,request,2024-03-04 02:06:58,2024-03-04 02:06:58
billing,request,request,2024-03-07 01:37:05,2024-03-07 01:37:05
auth,slow-query,slow-query,2024-03-07 00:41:25,2024-03-07 00:41:33
api-gateway,request,request,2024-03-04 22:39:06,2024-03-04 22:39:06
auth,request,request,2024-03-05 12:19:59,2024-03-05 12:20:00
billing,slow-query,slow-query,2024-03-06 03:13:18,2024-03-06 03:13:24
billing,request,request,2024-03-05 00:08:32,2024-03-05 00:08:33
render,slow-query,slow-query,2024-03-07 14:20:31,2024-03-07 14:20:37
billing,request,request,2024-03-05 03:04:16,2024-03-05 03:04:18
api-gateway,request,request,2024-03-05 01:42:10,2024-03-05 01:42:12
db-proxy,retry,retry,2024-03-06 16:07:00,2024-03-06 16:07:01
billing,request,request,2024-03-10 16:14:23,2024-03-10 16:14:23
search,timeout,timeout,2024-03-10 06:20:22,2024-03-10 06:20:45
cdn,request,request,2024-03-10 04:36:46,2024-03-10 04:36:47
db-proxy,retry,retry,2024-03-06 01:41:23,2024-03-06 01:41:25
search,request,request,2024-03-08 21:41:21,2024-03-08 21:41:22
auth,request,request,2024-03-10 11:12:27,2024-03-10 11:12:27
auth,request,request,2024-03-04 16:02:49,2024-03-04 16:02:49
cdn,request,request,2024-03-05 22:48:22,2024-03-05 22:48:23
db-proxy,request,request,2024-03-08 09:23:52,2024-03-08 09:23:53
billing,error,error,2024-03-07 20:45:08,
billing,request,request,2024-03-08 21:15:58,2024-03-08 21:15:59
queue,request,request,2024-03-07 20:11:00,2024-03-07 20:11:01
db-proxy,request,request,2024-03-08 13:40:04,2024-03-08 13:40:04
api-gateway,request,request,2024-03-10 03:36:33,2024-03-10 03:36:34
cdn,slow-query,slow-query,2024-03-07 06:56:59,2024-03-07 06:57:08
queue,request,request,2024-03-09 13:08:24,2024-03-09 13:08:25
auth,request,request,2024-03-10 14:20:37,2024-03-10 14:20:37
auth,retry,retry,2024-03-08 16:25:20,2024-03-08 16:25:21
render,request,request,2024-03-08 22:55:03,2024-03-08 22:55:04
cdn,slow-query,slow-query,2024-03-07 08:54:38,2024-03-07 08:54:44
db-proxy,retry,retry,2024-03-05 09:40:28,2024-03-05 09:40:29
api-gateway,slow-query,slow-query,2024-03-08 11:28:10,2024-03-08 11:28:15
render,request,request,2024-03-10 19:42:34,2024-03-10 19:42:36
cdn,timeout,timeout,2024-03-09 19:21:52,2024-03-09 19:22:10
cdn,request,request,2024-03-05 10:56:12,2024-03-05 10:56:13
cdn,request,request,2024-03-05 13:30:24,2024-03-05 13:30:24
billing,slow-query,slow-query,2024-03-07 07:33:12,2024-03-07 07:33:17
db-proxy,request,request,2024-03-06 20:11:42,2024-03-06 20:11:42
billing,request,request,2024-03-09 12:05:52,2024-03-09 12:05:53
billing,request,request,2024-03-10 22:14:34,2024-03-10 22:14:36
db-proxy,request,request,2024-03-05 18:11:46,2024-03-05 18:11:47
billing,request,request,2024-03-04 21:06:33,2024-03-04 21:06:33
db-proxy,request,request,2024-03-05 00:10:59,2024-03-05 00:11:00
render,request,request,2024-03-08 12:58:00,2024-03-08 12:58:01
queue,error,error,2024-03-10 22:25:43,
api-gateway,request,request,2024-03-09 09:26:45,2024-03-09 09:26:47
api-gateway,request,request,2024-03-08 02:21:51,2024-03-08 02:21:52
api-gateway,retry,retry,2024-03-09 18:35:20,2024-03-09 18:35:21
search,error,error,2024-03-06 03:46:39,
search,request,request,2024-03-07 04:21:51,2024-03-07 04:21:51
api-gateway,request,request,2024-03-07 02:35:35,2024-03-07 02:35:36
render,request,request,2024-03-10 01:29:57,2024-03-10 01:29:58
billing,request,request,2024-03-04 04:55:43,2024-03-04 04:55:44
queue,slow-query,slow-query,2024-03-04 21:35:12,2024-03-04 21:35:20
billing,retry,retry,2024-03-06 15:50:47,2024-03-06 15:50:48
api-gateway,timeout,timeout,2024-03-05 09:37:12,2024-03-05 09:37:26
api-gateway,slow-query,slow-query,2024-03-09 08:24:02,2024-03-09 08:24:08
api-gateway,slow-query,slow-query,2024-03-10 10:05:56,2024-03-10 10:06:05
api-gateway,request,request,2024-03-08 07:51:31,2024-03-08 07:51:32
db-proxy,error,error,2024-03-05 02:34:24,
auth,request,request,2024-03-04 10:38:42,2024-03-04 10:38:42
auth,timeout,timeout,2024-03-08 21:13:58,2024-03-08 21:14:24
db-proxy,request,request,2024-03-04 11:29:12,2024-03-04 11:29:13
queue,timeout,timeout,2024-03-04 10:43:39,2024-03-04 10:44:05
billing,request,request,2024-03-06 02:41:59,2024-03-06 02:42:00
queue,request,request,2024-03-04 21:51:28,2024-03-04 21:51:30
api-gateway,error,error,2024-03-07 09:49:22,
auth,request,request,2024-03-10 03:00:35,2024-03-10 03:00:35
api-gateway,request,request,2024-03-04 01:24:50,2024-03-04 01:24:51
queue,request,request,2024-03-10 19:13:03,2024-03-10 19:13:04
queue,timeout,timeout,2024-03-10 16:04:58,2024-03-10 16:05:26
api-gateway,timeout,timeout,2024-03-04 23:38:42,2024-03-04 23:39:02
db-proxy,request,request,2024-03-06 11:21:52,2024-03-06 11:21:53
auth,slow-query,slow-query,2024-03-05 02:58:32,2024-03-05 02:58:36
billing,request,request,2024-03-05 08:42:50,2024-03-05 08:42:52
db-proxy,request,request,2024-03-06 20:13:38,2024-03-06 20:13:39
queue,request,request,2024-03-04 13:12:43,2024-03-04 13:12:44
api-gateway,request,request,2024-03-06 04:23:45,2024-03-06 04:23:46
queue,request,request,2024-03-05 10:02:26,2024-03-05 10:02:27
api-gateway,retry,retry,2024-03-07 13:14:49,2024-03-07 13:14:50
api-gateway,request,request,2024-03-09 07:08:01,2024-03-09 07:08:02
auth,request,request,2024-03-09 07:55:33,2024-03-09 07:55:33
api-gateway,timeout,timeout,2024-03-05 18:34:48,2024-03-05 18:35:00
render,slow-query,slow-query,2024-03-05 20:05:02,2024-03-05 20:05:05
db-proxy,request,request,2024-03-05 16:37:37,2024-03-05 16:37:37
render,request,request,2024-03-06 17:51:28,2024-03-06 17:51:29
billing,retry,retry,2024-03-10 14:24:35,2024-03-10 14:24:36
db-proxy,request,request,2024-03-04 20:13:43,2024-03-04 20:13:44
api-gateway,retry,retry,2024-03-04 17:30:19,2024-03-04 17:30:20
db-proxy,request,request,2024-03-10 04:34:21,2024-03-10 04:34:22
